Latitude (decimal degrees):	41.662
Longitude (decimal degrees):	-83.612
Elevation (m):	181
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20200311:0230,0.0,0.0,4.95,2.34,0.0
20200311:0330,0.0,0.0,4.15,2.62,0.0
20200311:0430,0.0,0.0,3.52,2.9,0.0
20200311:0530,0.0,0.0,3.12,2.97,0.0
20200311:0630,0.0,0.0,2.65,2.69,0.0
20200311:0730,0.0,0.0,2.64,1.72,0.0
20200311:0830,0.0,0.0,2.5,1.86,0.0
20200311:0930,0.0,0.0,2.43,1.93,0.0
20200311:1030,0.0,0.0,2.64,1.79,0.0
20200311:1130,0.0,-5.31,2.85,1.72,0.0
20200311:1230,14.6,5.84,2.94,1.86,0.0
20200311:1330,52.8,16.62,3.36,1.52,0.0
20200311:1430,210.6,26.61,3.93,1.86,0.0
20200311:1530,381.93,35.2,5.08,2.14,0.0
20200311:1630,367.04,41.51,6.08,2.41,0.0
20200311:1730,318.7,44.5,6.78,2.48,0.0
20200311:1830,417.76,43.5,7.34,2.41,0.0
20200311:1930,289.01,38.75,9.11,2.76,0.0
20200311:2030,220.9,31.2,9.24,2.28,0.0
20200311:2130,156.27,21.83,8.85,1.03,0.0
20200311:2230,87.27,11.38,8.25,0.83,0.0
20200311:2330,5.31,0.37,7.56,1.03,0.0
20200312:0030,0.0,0.0,6.43,1.59,0.0
20200312:0130,0.0,0.0,5.69,1.93,0.0
20200312:0230,0.0,0.0,5.25,2.07,0.0
20200312:0330,0.0,0.0,4.65,2.0,0.0
20200312:0430,0.0,0.0,4.59,1.72,0.0
20200312:0530,0.0,0.0,4.46,1.45,0.0
20200312:0630,0.0,0.0,4.52,1.31,0.0
20200312:0730,0.0,0.0,4.71,1.24,0.0
20200312:0830,0.0,0.0,4.79,1.24,0.0
20200312:0930,0.0,0.0,4.69,1.03,0.0
20200312:1030,0.0,0.0,4.74,1.24,0.0
20200312:1130,0.0,-5.0,4.72,1.59,0.0
20200312:1230,25.04,6.15,4.7,1.72,0.0
20200312:1330,115.86,16.95,5.18,1.72,0.0
20200312:1430,175.18,26.96,6.42,2.28,0.0
20200312:1530,260.96,35.57,7.52,2.76,0.0
20200312:1630,355.95,41.9,8.82,3.52,0.0
20200312:1730,356.93,44.89,10.15,3.93,0.0
20200312:1830,383.37,43.87,11.27,4.0,0.0
20200312:1930,369.16,39.08,12.31,3.45,0.0
20200312:2030,208.13,31.48,13.52,3.38,0.0
20200312:2130,73.38,22.08,13.52,2.07,0.0
20200312:2230,27.65,11.61,12.29,2.21,0.0
20200312:2330,4.23,0.59,11.57,2.97,0.0
20200313:0030,0.0,0.0,11.44,3.1,0.0
20200313:0130,0.0,0.0,11.27,3.45,0.0
20200313:0230,0.0,0.0,10.94,3.17,0.0
20200313:0330,0.0,0.0,10.7,3.1,0.0
20200313:0430,0.0,0.0,10.73,3.03,0.0
20200313:0530,0.0,0.0,10.66,3.45,0.0
20200313:0630,0.0,0.0,11.02,5.31,0.0
20200313:0730,0.0,0.0,10.78,6.34,0.0
20200313:0830,0.0,0.0,9.86,8.14,0.0
20200313:0930,0.0,0.0,6.83,8.21,0.0
20200313:1030,0.0,0.0,5.1,7.52,0.0
20200313:1130,0.0,-4.69,4.62,7.17,0.0
20200313:1230,47.92,6.47,4.26,7.1,0.0
20200313:1330,157.88,17.28,3.83,7.38,0.0
20200313:1430,387.78,27.31,3.78,7.52,0.0
20200313:1530,662.26,35.95,4.34,7.59,0.0
20200313:1630,955.84,42.3,5.31,7.86,0.0
20200313:1730,1005.25,45.29,6.7,8.48,0.0
20200313:1830,912.76,44.24,7.44,8.41,0.0
20200313:1930,919.67,39.41,8.09,8.62,0.0
20200313:2030,784.32,31.76,8.4,8.14,0.0
20200313:2130,540.87,22.32,8.35,7.93,0.0
20200313:2230,253.58,11.83,7.77,7.38,0.0
20200313:2330,8.61,0.8,6.79,5.93,0.0
20200314:0030,0.0,0.0,5.47,5.24,0.0
20200314:0130,0.0,0.0,4.55,4.83,0.0
20200314:0230,0.0,0.0,3.74,4.0,0.0
20200314:0330,0.0,0.0,2.8,3.03,0.0
20200314:0430,0.0,0.0,1.96,2.76,0.0
20200314:0530,0.0,0.0,1.29,2.48,0.0
20200314:0630,0.0,0.0,0.67,2.55,0.0
20200314:0730,0.0,0.0,0.79,2.34,0.0
20200314:0830,0.0,0.0,0.1,2.14,0.0
20200314:0930,0.0,0.0,-0.27,2.34,0.0
20200314:1030,0.0,0.0,0.36,1.86,0.0
20200314:1130,0.0,-4.37,0.59,1.66,0.0
20200314:1230,107.93,6.79,0.71,1.45,0.0
20200314:1330,281.05,17.61,1.26,1.59,0.0
20200314:1430,343.12,27.66,2.46,2.55,0.0
20200314:1530,402.77,36.32,3.01,2.34,0.0
20200314:1630,417.67,42.69,3.63,2.07,0.0
20200314:1730,423.61,45.69,4.08,1.86,0.0
20200314:1830,188.25,44.61,4.5,1.52,0.0
20200314:1930,166.64,39.74,3.38,2.34,0.0
20200314:2030,143.58,32.05,3.1,2.69,0.0
20200314:2130,56.7,22.57,2.82,2.62,0.0
20200314:2230,29.72,12.05,2.24,2.55,0.0
20200314:2330,3.94,1.01,1.83,2.97,0.0
20200315:0030,0.0,0.0,1.42,3.1,0.0
20200315:0130,0.0,0.0,1.17,3.03,0.0
20200315:0230,0.0,0.0,1.03,3.1,0.0
20200315:0330,0.0,0.0,0.71,3.17,0.0
20200315:0430,0.0,0.0,0.45,3.59,0.0
20200315:0530,0.0,0.0,0.23,4.0,0.0
20200315:0630,0.0,0.0,-0.24,3.79,0.0
20200315:0730,0.0,0.0,-0.23,4.28,0.0
20200315:0830,0.0,0.0,-0.45,4.76,0.0
20200315:0930,0.0,0.0,-0.63,4.9,0.0
20200315:1030,0.0,0.0,-0.67,4.48,0.0
20200315:1130,0.0,-4.06,-0.57,3.66,0.0
20200315:1230,66.42,7.1,-0.61,2.97,0.0
20200315:1330,246.16,17.94,-0.13,3.38,0.0
20200315:1430,540.98,28.01,0.78,4.41,0.0
20200315:1530,658.58,36.7,1.97,4.55,0.0
20200315:1630,856.42,43.09,3.0,4.69,0.0
20200315:1730,854.45,46.09,3.81,4.9,0.0
20200315:1830,895.91,44.99,4.29,5.1,0.0
20200315:1930,910.43,40.06,4.96,5.24,0.0
20200315:2030,775.1,32.32,4.89,5.03,0.0
20200315:2130,542.76,22.81,4.59,4.69,0.0
20200315:2230,261.93,12.27,3.94,4.21,0.0
20200315:2330,8.94,1.22,2.91,3.24,0.0
20200316:0030,0.0,0.0,1.42,2.83,0.0
20200316:0130,0.0,0.0,0.44,2.9,0.0
20200316:0230,0.0,0.0,-0.13,3.03,0.0
20200316:0330,0.0,0.0,-0.47,3.17,0.0
20200316:0430,0.0,0.0,-0.7,3.38,0.0
20200316:0530,0.0,0.0,-0.93,3.52,0.0
20200316:0630,0.0,0.0,-1.13,3.66,0.0
20200316:0730,0.0,0.0,-1.36,3.31,0.0
20200316:0830,0.0,0.0,-1.49,3.31,0.0
20200316:0930,0.0,0.0,-1.54,3.1,0.0
20200316:1030,0.0,0.0,-1.55,2.83,0.0
20200316:1130,0.0,-3.74,-1.57,2.48,0.0
20200316:1230,79.32,7.42,-1.55,1.86,0.0
20200316:1330,192.34,18.27,-0.29,1.45,0.0
20200316:1430,317.71,28.36,1.04,1.72,0.0
20200316:1530,522.58,37.07,2.45,1.86,0.0
20200316:1630,658.45,43.49,4.13,1.38,0.0
20200316:1730,763.64,46.49,5.64,0.41,0.0
20200316:1830,826.12,45.36,6.98,0.62,0.0
20200316:1930,426.38,40.39,8.53,1.52,0.0
20200316:2030,111.22,32.6,8.43,1.66,0.0
20200316:2130,145.52,23.05,7.32,0.76,0.0
20200316:2230,21.3,12.49,6.7,0.97,0.0
20200316:2330,3.58,1.43,5.64,0.97,0.0
20200317:0030,0.0,0.0,5.07,1.17,0.0
20200317:0130,0.0,0.0,4.69,1.31,0.0
20200317:0230,0.0,0.0,4.18,1.66,0.0
20200317:0330,0.0,0.0,4.13,1.72,0.0
20200317:0430,0.0,0.0,4.15,1.93,0.0
20200317:0530,0.0,0.0,3.93,2.21,0.0
20200317:0630,0.0,0.0,3.69,2.34,0.0
20200317:0730,0.0,0.0,3.47,2.48,0.0
20200317:0830,0.0,0.0,3.71,2.9,0.0
20200317:0930,0.0,0.0,3.78,3.38,0.0
20200317:1030,0.0,0.0,3.83,3.52,0.0
20200317:1130,0.0,-3.42,3.77,3.59,0.0
20200317:1230,59.38,7.75,3.57,3.52,0.0
20200317:1330,153.18,18.6,3.83,3.45,0.0
20200317:1430,352.77,28.71,4.41,4.28,0.0
20200317:1530,334.25,37.45,5.19,4.62,0.0
20200317:1630,335.61,43.88,5.82,4.69,0.0
20200317:1730,385.31,46.89,6.31,4.62,0.0
20200317:1830,472.74,45.73,6.87,4.55,0.0
20200317:1930,532.38,40.71,7.91,4.69,0.0
20200317:2030,542.07,32.88,8.58,4.48,0.0
20200317:2130,457.42,23.3,8.95,4.28,0.0
20200317:2230,243.47,12.71,8.89,4.0,0.0
20200317:2330,10.36,1.64,8.09,3.03,0.0
20200318:0030,0.0,0.0,6.05,2.69,0.0
20200318:0130,0.0,0.0,4.48,2.55,0.0
20200318:0230,0.0,0.0,3.24,2.48,0.0
20200318:0330,0.0,0.0,2.2,2.34,0.0
20200318:0430,0.0,0.0,1.22,2.21,0.0
20200318:0530,0.0,0.0,0.39,2.21,0.0
20200318:0630,0.0,0.0,-0.19,2.14,0.0
20200318:0730,0.0,0.0,0.61,0.76,0.0
20200318:0830,0.0,0.0,-0.84,1.38,0.0
20200318:0930,0.0,0.0,-1.12,1.79,0.0
20200318:1030,0.0,0.0,-0.38,1.79,0.0
20200318:1130,0.0,-3.1,-0.11,1.72,0.0
20200318:1230,82.87,8.07,-0.01,1.93,0.0
20200318:1330,176.11,18.93,1.41,1.38,0.0
20200318:1430,280.7,29.07,3.75,2.21,0.0
20200318:1530,381.7,37.83,5.43,3.03,0.0
20200318:1630,392.98,44.28,6.65,4.0,0.0
20200318:1730,340.3,47.29,7.33,4.21,0.0
20200318:1830,244.18,46.1,7.96,4.0,0.0
20200318:1930,128.26,41.03,8.13,2.83,0.0
20200318:2030,41.5,33.15,7.18,3.17,0.0
20200318:2130,34.58,23.54,5.97,3.79,0.0
20200318:2230,9.42,12.93,5.27,3.93,0.0
20200318:2330,2.51,1.85,4.71,3.79,0.0
20200319:0030,0.0,0.0,4.33,3.72,0.0
20200319:0130,0.0,0.0,4.12,3.52,0.0
20200319:0230,0.0,0.0,3.93,3.72,0.0
20200319:0330,0.0,0.0,3.86,3.1,0.0
20200319:0430,0.0,0.0,3.9,2.9,0.0
20200319:0530,0.0,0.0,4.07,3.03,0.0
20200319:0630,0.0,0.0,4.33,2.48,0.0
20200319:0730,0.0,0.0,3.97,2.34,0.0
20200319:0830,0.0,0.0,3.94,1.86,0.0
20200319:0930,0.0,0.0,3.96,1.66,0.0
20200319:1030,0.0,0.0,3.93,1.86,0.0
20200319:1130,0.0,-2.79,3.96,1.17,0.0
20200319:1230,39.27,8.39,3.9,1.66,0.0
20200319:1330,120.54,19.27,4.51,2.97,0.0
20200319:1430,263.91,29.42,5.42,2.48,0.0
20200319:1530,394.56,38.2,7.23,2.97,0.0
20200319:1630,327.02,44.68,8.52,2.69,0.0
20200319:1730,360.51,47.69,9.73,2.69,0.0
20200319:1830,193.6,46.47,11.07,3.1,0.0
20200319:1930,220.52,41.35,9.93,3.31,0.0
20200319:2030,113.16,33.43,10.58,3.79,0.0
20200319:2130,53.77,23.77,10.78,3.1,0.0
20200319:2230,14.07,13.15,10.12,4.0,0.0
20200319:2330,2.43,2.06,10.43,4.14,0.0
20200320:0030,0.0,0.0,11.61,5.24,0.0
20200320:0130,0.0,0.0,13.95,7.1,0.0
20200320:0230,0.0,0.0,15.96,7.93,0.0
20200320:0330,0.0,0.0,16.73,8.0,0.0
20200320:0430,0.0,0.0,17.08,8.34,0.0
20200320:0530,0.0,0.0,17.33,8.48,0.0
20200320:0630,0.0,0.0,17.38,7.79,0.0
20200320:0730,0.0,0.0,17.46,7.86,0.0
20200320:0830,0.0,0.0,17.76,7.93,0.0
20200320:0930,0.0,0.0,17.8,8.14,0.0
20200320:1030,0.0,0.0,17.76,7.66,0.0
20200320:1130,0.0,-2.47,17.09,8.07,0.0
20200320:1230,49.03,8.71,17.23,8.28,0.0
20200320:1330,165.71,19.6,16.51,8.48,0.0
20200320:1430,271.84,29.77,16.54,8.76,0.0
20200320:1530,639.65,38.58,12.56,8.41,0.0
20200320:1630,815.89,45.08,10.06,7.52,0.0
20200320:1730,838.67,48.09,10.1,6.83,0.0
20200320:1830,664.54,46.84,10.33,6.97,0.0
20200320:1930,560.98,41.67,10.17,7.24,0.0
20200320:2030,450.03,33.7,9.64,6.69,0.0
20200320:2130,315.56,24.01,8.99,6.34,0.0
20200320:2230,93.9,13.36,8.08,6.28,0.0
20200320:2330,14.16,2.26,6.85,5.79,0.0
20200321:0030,0.0,0.0,5.61,6.07,0.0
20200321:0130,0.0,0.0,4.12,6.14,0.0
20200321:0230,0.0,0.0,2.58,5.86,0.0
20200321:0330,0.0,0.0,1.06,5.72,0.0
20200321:0430,0.0,0.0,-0.14,5.38,0.0
20200321:0530,0.0,0.0,-1.0,4.83,0.0
20200321:0630,0.0,0.0,-1.53,4.28,0.0
20200321:0730,0.0,0.0,-1.52,4.83,0.0
20200321:0830,0.0,0.0,-1.64,5.03,0.0
20200321:0930,0.0,0.0,-1.69,5.24,0.0
20200321:1030,0.0,0.0,-1.74,5.1,0.0
20200321:1130,0.0,-2.14,-1.8,4.9,0.0
20200321:1230,50.85,9.03,-1.83,4.76,0.0
20200321:1330,131.75,19.94,-1.68,4.62,0.0
20200321:1430,237.37,30.12,-1.37,4.48,0.0
20200321:1530,387.34,38.96,-0.87,4.41,0.0
20200321:1630,392.35,45.48,-0.27,4.21,0.0
20200321:1730,525.26,48.49,0.15,3.93,0.0
20200321:1830,385.18,47.21,0.76,3.79,0.0
20200321:1930,337.57,41.99,0.75,3.52,0.0
20200321:2030,336.97,33.97,0.91,3.24,0.0
20200321:2130,150.72,24.25,1.18,3.17,0.0
20200321:2230,94.01,13.58,0.94,3.03,0.0
20200321:2330,16.67,2.47,0.69,2.83,0.0
20200322:0030,0.0,0.0,0.3,2.55,0.0
20200322:0130,0.0,0.0,-0.07,2.34,0.0
20200322:0230,0.0,0.0,-0.57,2.21,0.0
20200322:0330,0.0,0.0,-1.21,2.21,0.0
20200322:0430,0.0,0.0,-1.76,2.28,0.0
20200322:0530,0.0,0.0,-2.27,2.48,0.0
20200322:0630,0.0,0.0,-2.71,2.83,0.0
20200322:0730,0.0,0.0,-2.49,2.48,0.0
20200322:0830,0.0,0.0,-2.87,3.03,0.0
20200322:0930,0.0,0.0,-3.1,3.59,0.0
20200322:1030,0.0,0.0,-3.26,3.17,0.0
20200322:1130,0.0,-1.82,-3.38,2.97,0.0
20200322:1230,157.47,9.36,-3.22,3.03,0.0
20200322:1330,425.77,20.27,-1.7,4.28,0.0
20200322:1430,667.08,30.48,-0.21,4.97,0.0
20200322:1530,841.01,39.33,1.02,4.9,0.0
20200322:1630,1044.53,45.88,2.04,4.97,0.0
20200322:1730,880.74,48.89,3.03,5.1,0.0
20200322:1830,608.23,47.57,3.54,4.83,0.0
20200322:1930,438.4,42.3,3.71,5.1,0.0
20200322:2030,286.69,34.24,3.92,5.1,0.0
20200322:2130,157.4,24.48,3.67,4.76,0.0
20200322:2230,44.23,13.79,2.87,5.1,0.0
20200322:2330,5.78,2.67,1.77,4.28,0.0
20200323:0030,0.0,0.0,0.99,3.72,0.0
20200323:0130,0.0,0.0,0.71,3.52,0.0
20200323:0230,0.0,0.0,0.69,3.1,0.0
20200323:0330,0.0,0.0,0.84,2.76,0.0
20200323:0430,0.0,0.0,0.92,2.62,0.0
20200323:0530,0.0,0.0,1.11,2.41,0.0
20200323:0630,0.0,0.0,1.17,2.28,0.0
20200323:0730,0.0,0.0,1.37,2.28,0.0
20200323:0830,0.0,0.0,1.38,2.14,0.0
20200323:0930,0.0,0.0,1.38,2.28,0.0
20200323:1030,0.0,0.0,1.3,2.48,0.0
20200323:1130,0.0,-1.5,1.18,2.41,0.0
20200323:1230,36.07,9.68,1.17,2.28,0.0
20200323:1330,82.62,20.6,1.42,2.41,0.0
20200323:1430,183.43,30.83,1.86,2.41,0.0
20200323:1530,518.94,39.71,2.77,2.21,0.0
20200323:1630,731.52,46.27,4.62,2.21,0.0
20200323:1730,728.63,49.28,6.22,2.97,0.0
20200323:1830,501.61,47.94,7.21,3.24,0.0
20200323:1930,411.13,42.62,6.89,2.76,0.0
20200323:2030,401.59,34.51,7.24,2.62,0.0
20200323:2130,242.66,24.71,7.58,2.97,0.0
20200323:2230,108.09,14.0,7.48,3.24,0.0
20200323:2330,15.86,2.88,7.07,2.9,0.0
20200324:0030,0.0,0.0,6.28,2.21,0.0
20200324:0130,0.0,0.0,5.79,1.72,0.0
20200324:0230,0.0,0.0,5.19,1.45,0.0
20200324:0330,0.0,0.0,4.39,1.45,0.0
20200324:0430,0.0,0.0,3.27,1.59,0.0
20200324:0530,0.0,0.0,2.23,1.66,0.0
20200324:0630,0.0,0.0,1.47,1.59,0.0
20200324:0730,0.0,0.0,0.79,1.38,0.0
20200324:0830,0.0,0.0,0.3,1.52,0.0
20200324:0930,0.0,0.0,0.38,1.72,0.0
20200324:1030,0.0,0.0,0.55,1.86,0.0
20200324:1130,0.0,-1.18,0.11,1.72,0.0
20200324:1230,107.37,10.0,0.04,1.45,0.0
20200324:1330,231.59,20.94,2.59,1.31,0.0
20200324:1430,366.35,31.18,3.99,1.79,0.0
20200324:1530,417.62,40.09,4.85,2.28,0.0
20200324:1630,507.14,46.67,5.56,2.55,0.0
20200324:1730,588.42,49.68,6.28,2.76,0.0
20200324:1830,720.74,48.3,7.04,3.1,0.0
20200324:1930,566.75,42.93,7.23,3.72,0.0
20200324:2030,398.53,34.77,7.16,4.07,0.0
20200324:2130,216.45,24.94,6.81,4.34,0.0
20200324:2230,115.7,14.21,5.7,4.55,0.0
20200324:2330,17.52,3.08,4.54,4.14,0.0
20200325:0030,0.0,0.0,3.29,3.66,0.0
20200325:0130,0.0,0.0,2.68,3.52,0.0
20200325:0230,0.0,0.0,2.35,3.45,0.0
20200325:0330,0.0,0.0,2.13,3.17,0.0
20200325:0430,0.0,0.0,2.03,2.97,0.0
20200325:0530,0.0,0.0,1.93,2.76,0.0
20200325:0630,0.0,0.0,1.66,2.62,0.0
20200325:0730,0.0,0.0,0.7,2.21,0.0
20200325:0830,0.0,0.0,0.33,2.34,0.0
20200325:0930,0.0,0.0,0.01,2.41,0.0
20200325:1030,0.0,0.0,-0.19,2.28,0.0
20200325:1130,0.0,-0.86,-0.3,2.07,0.0
20200325:1230,136.44,10.33,-0.36,1.72,0.0
20200325:1330,346.77,21.27,1.29,1.17,0.0
20200325:1430,626.43,31.53,3.18,0.76,0.0
20200325:1530,844.8,40.46,5.37,0.69,0.0
20200325:1630,1021.01,47.07,7.47,0.76,0.0
20200325:1730,1081.1,50.08,9.37,1.03,0.0
20200325:1830,1048.69,48.67,10.93,0.97,0.0
20200325:1930,938.3,43.24,11.87,1.79,0.0
20200325:2030,752.82,35.03,12.92,2.41,0.0
20200325:2130,512.45,25.17,13.47,2.55,0.0
20200325:2230,249.98,14.42,13.51,2.41,0.0
20200325:2330,30.67,3.28,12.9,1.72,0.0
20200326:0030,0.0,0.0,11.39,2.34,0.0
20200326:0130,0.0,0.0,9.5,2.55,0.0
20200326:0230,0.0,0.0,8.28,2.69,0.0
20200326:0330,0.0,0.0,7.44,3.03,0.0
20200326:0430,0.0,0.0,7.47,3.03,0.0
20200326:0530,0.0,0.0,7.41,3.45,0.0
20200326:0630,0.0,0.0,7.48,3.86,0.0
20200326:0730,0.0,0.0,7.64,3.72,0.0
20200326:0830,0.0,0.0,7.95,4.07,0.0
20200326:0930,0.0,0.0,7.68,4.21,0.0
20200326:1030,0.0,0.0,7.25,4.21,0.0
20200326:1130,0.0,-0.54,6.96,4.48,0.0
20200326:1230,152.93,10.65,7.21,4.83,0.0
20200326:1330,353.42,21.6,8.89,4.41,0.0
20200326:1430,537.13,31.88,10.67,4.97,0.0
20200326:1530,839.45,40.84,12.3,5.03,0.0
20200326:1630,958.74,47.47,14.55,5.17,0.0
20200326:1730,509.61,50.48,16.0,5.59,0.0
20200326:1830,453.44,49.03,16.08,4.62,0.0
20200326:1930,217.44,43.55,16.61,3.38,0.0
20200326:2030,158.0,35.3,16.24,2.34,0.0
20200326:2130,124.98,25.4,15.5,2.07,0.0
20200326:2230,54.78,14.63,14.46,2.55,0.0
20200326:2330,10.75,3.49,12.75,3.24,0.0
20200327:0030,0.0,0.0,11.38,3.31,0.0
20200327:0130,0.0,0.0,10.25,3.79,0.0
20200327:0230,0.0,0.0,8.91,4.34,0.0
20200327:0330,0.0,0.0,7.56,4.14,0.0
20200327:0430,0.0,0.0,6.44,3.72,0.0
20200327:0530,0.0,0.0,5.48,3.38,0.0
20200327:0630,0.0,0.0,4.65,2.97,0.0
20200327:0730,0.0,0.0,4.59,3.59,0.0
20200327:0830,0.0,0.0,4.09,3.86,0.0
20200327:0930,0.0,0.0,3.55,4.07,0.0
20200327:1030,0.0,0.0,3.18,3.45,0.0
20200327:1130,0.0,-0.22,3.01,3.31,0.0
20200327:1230,45.93,10.97,2.9,3.52,0.0
20200327:1330,142.46,21.93,3.1,4.0,0.0
20200327:1430,248.31,32.23,3.78,4.14,0.0
20200327:1530,295.42,41.21,4.61,4.34,0.0
20200327:1630,383.13,47.86,5.17,4.76,0.0
20200327:1730,418.66,50.87,6.0,5.1,0.0
20200327:1830,489.3,49.39,6.52,4.97,0.0
20200327:1930,359.02,43.86,7.49,4.9,0.0
20200327:2030,250.4,35.55,7.59,4.28,0.0
20200327:2130,301.84,25.63,7.23,4.55,0.0
20200327:2230,148.01,14.84,7.28,4.55,0.0
20200327:2330,22.66,3.69,6.56,3.79,0.0
20200328:0030,0.0,0.0,5.57,3.52,0.0
20200328:0130,0.0,0.0,4.9,4.0,0.0
20200328:0230,0.0,0.0,4.44,3.79,0.0
20200328:0330,0.0,0.0,4.13,4.14,0.0
20200328:0430,0.0,0.0,4.12,4.07,0.0
20200328:0530,0.0,0.0,4.36,4.21,0.0
20200328:0630,0.0,0.0,4.83,4.07,0.0
20200328:0730,0.0,0.0,5.83,3.1,0.0
20200328:0830,0.0,0.0,6.44,2.62,0.0
20200328:0930,0.0,0.0,6.8,2.76,0.0
20200328:1030,0.0,0.0,6.85,3.1,0.0
20200328:1130,2.01,0.1,6.85,2.97,0.0
20200328:1230,20.42,11.29,6.85,2.83,0.0
20200328:1330,41.9,22.26,7.13,2.34,0.0
20200328:1430,131.01,32.58,7.65,2.14,0.0
20200328:1530,288.08,41.58,9.17,2.21,0.0
20200328:1630,347.22,48.26,11.82,1.52,0.0
20200328:1730,348.39,51.27,13.62,1.1,0.0
20200328:1830,336.3,49.75,14.4,1.17,0.0
20200328:1930,362.9,44.17,11.36,3.03,0.0
20200328:2030,202.04,35.81,11.67,2.28,0.0
20200328:2130,109.3,25.85,11.67,2.07,0.0
20200328:2230,36.3,15.04,11.37,2.14,0.0
20200328:2330,11.78,3.89,10.22,2.69,0.0
20200329:0030,0.0,0.0,9.03,2.83,0.0
20200329:0130,0.0,0.0,8.43,2.97,0.0
20200329:0230,0.0,0.0,8.45,2.9,0.0
20200329:0330,0.0,0.0,8.88,2.55,0.0
20200329:0430,0.0,0.0,9.56,2.9,0.0
20200329:0530,0.0,0.0,10.46,3.1,0.0
20200329:0630,0.0,0.0,12.28,3.1,0.0
20200329:0730,0.0,0.0,14.15,4.41,0.0
20200329:0830,0.0,0.0,16.14,5.59,0.0
20200329:0930,0.0,0.0,16.67,6.62,0.0
20200329:1030,0.0,0.0,16.86,7.52,0.0
20200329:1130,2.01,0.42,17.15,7.79,0.0
20200329:1230,113.49,11.61,16.98,6.76,0.0
20200329:1330,381.9,22.59,16.7,6.55,0.0
20200329:1430,484.78,32.92,17.22,8.14,0.0
20200329:1530,695.95,41.96,16.98,10.28,0.0
20200329:1630,564.46,48.65,16.26,10.9,0.0
20200329:1730,332.35,51.66,13.71,11.59,0.0
20200329:1830,278.0,50.11,12.43,11.31,0.0
20200329:1930,198.91,44.47,11.81,11.31,0.0
20200329:2030,247.51,36.07,11.59,11.52,0.0
20200329:2130,139.98,26.07,11.87,11.52,0.0
20200329:2230,55.15,15.25,12.01,10.07,0.0
20200329:2330,12.86,4.09,12.25,8.41,0.0
20200330:0030,0.0,0.0,12.32,8.07,0.0
20200330:0130,0.0,0.0,12.03,8.34,0.0
20200330:0230,0.0,0.0,11.36,8.28,0.0
20200330:0330,0.0,0.0,10.74,8.28,0.0
20200330:0430,0.0,0.0,10.08,8.07,0.0
20200330:0530,0.0,0.0,9.52,7.79,0.0
20200330:0630,0.0,0.0,8.95,7.38,0.0
20200330:0730,0.0,0.0,8.62,7.52,0.0
20200330:0830,0.0,0.0,8.05,7.24,0.0
20200330:0930,0.0,0.0,7.35,7.17,0.0
20200330:1030,0.0,0.0,6.76,7.31,0.0
20200330:1130,5.8,0.74,6.33,7.45,0.0
20200330:1230,59.79,11.93,6.03,7.03,0.0
20200330:1330,164.9,22.92,5.93,7.38,0.0
20200330:1430,168.07,33.27,6.2,8.0,0.0
20200330:1530,228.63,42.33,6.38,7.66,0.0
20200330:1630,366.78,49.04,6.91,7.59,0.0
20200330:1730,364.65,52.06,7.68,7.59,0.0
20200330:1830,257.15,50.46,8.03,7.38,0.0
20200330:1930,195.41,44.77,8.33,6.9,0.0
20200330:2030,133.78,36.32,8.25,6.9,0.0
20200330:2130,73.13,26.29,7.83,6.55,0.0
20200330:2230,62.77,15.45,7.34,5.86,0.0
20200330:2330,13.38,4.29,6.98,5.03,0.0
20200331:0030,0.0,0.0,6.48,4.0,0.0
20200331:0130,0.0,0.0,6.08,3.24,0.0
20200331:0230,0.0,0.0,5.74,3.17,0.0
20200331:0330,0.0,0.0,5.37,3.24,0.0
20200331:0430,0.0,0.0,5.09,3.24,0.0
20200331:0530,0.0,0.0,4.73,2.9,0.0
20200331:0630,0.0,0.0,3.66,2.48,0.0
20200331:0730,0.0,0.0,3.32,2.55,0.0
20200331:0830,0.0,0.0,2.86,2.62,0.0
20200331:0930,0.0,0.0,2.48,2.41,0.0
20200331:1030,0.0,0.0,2.36,2.34,0.0
20200331:1130,8.9,1.05,2.3,2.14,0.0
20200331:1230,89.06,12.25,2.51,1.66,0.0
20200331:1330,140.84,23.24,3.99,1.79,0.0
20200331:1430,172.59,33.61,4.92,2.48,0.0
20200331:1530,143.04,42.7,5.52,2.28,0.0
20200331:1630,158.95,49.44,5.78,2.21,0.0
20200331:1730,207.26,52.45,6.07,2.69,0.0
20200331:1830,173.02,50.82,6.44,2.97,0.0
20200331:1930,125.62,45.07,6.0,3.59,0.0
20200331:2030,73.25,36.57,5.86,3.66,0.0
20200331:2130,66.44,26.51,5.67,3.31,0.0
20200331:2230,52.39,15.66,5.61,3.17,0.0
20200331:2330,10.98,4.48,5.59,2.76,0.0
20200401:0030,0.0,0.0,5.38,2.28,0.0
20200401:0130,0.0,0.0,5.28,2.34,0.0
20200401:0230,0.0,0.0,5.28,2.48,0.0
20200401:0330,0.0,0.0,5.25,2.62,0.0
20200401:0430,0.0,0.0,5.19,2.62,0.0
20200401:0530,0.0,0.0,5.04,2.55,0.0
20200401:0630,0.0,0.0,4.94,2.48,0.0
20200401:0730,0.0,0.0,4.92,2.76,0.0
20200401:0830,0.0,0.0,4.8,2.76,0.0
