Latitude (decimal degrees):	41.662
Longitude (decimal degrees):	-83.612
Elevation (m):	181
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200806:1130,0.0,26.8,1.01,9.18,15.93,1.17,0.0
20200806:1230,77.5,71.35,6.7,20.22,16.81,0.9,0.0
20200806:1330,235.4,105.46,11.87,31.41,19.12,1.1,0.0
20200806:1430,384.61,129.81,16.02,42.4,20.84,1.38,0.0
20200806:1530,490.7,130.71,18.31,52.61,21.87,1.93,0.0
20200806:1630,427.73,222.36,18.86,60.88,22.5,2.48,0.0
20200806:1730,223.57,338.38,17.06,64.99,22.91,2.62,0.0
20200806:1830,464.15,202.53,19.19,62.9,23.13,2.62,0.0
20200806:1930,291.56,199.87,14.67,55.74,23.68,3.17,0.0
20200806:2030,310.75,157.11,14.33,46.02,23.41,3.1,0.0
20200806:2130,140.32,134.7,9.15,35.22,23.38,2.83,0.0
20200806:2230,73.06,80.26,5.95,24.05,23.08,2.14,0.0
20200806:2330,8.4,33.77,3.48,12.92,22.75,1.72,0.0
20200807:0030,0.0,7.56,0.29,1.94,22.16,1.24,0.0
20200807:0130,0.0,0.0,0.0,0.0,21.07,1.31,0.0
20200807:0230,0.0,0.0,0.0,0.0,20.07,1.59,0.0
20200807:0330,0.0,0.0,0.0,0.0,18.92,1.66,0.0
20200807:0430,0.0,0.0,0.0,0.0,18.7,1.17,0.0
20200807:0530,0.0,0.0,0.0,0.0,19.5,0.83,0.0
20200807:0630,0.0,0.0,0.0,0.0,16.65,1.59,0.0
20200807:0730,0.0,0.0,0.0,0.0,16.38,2.14,0.0
20200807:0830,0.0,0.0,0.0,0.0,16.48,2.34,0.0
20200807:0930,0.0,0.0,0.0,0.0,16.93,2.41,0.0
20200807:1030,0.0,0.0,0.0,-1.57,16.75,2.62,0.0
20200807:1130,0.0,29.44,1.11,9.02,16.65,2.62,0.0
20200807:1230,90.9,64.01,7.11,20.07,17.7,2.21,0.0
20200807:1330,275.01,80.28,12.4,31.26,19.8,2.48,0.0
20200807:1430,433.33,111.27,16.88,42.23,21.56,2.76,0.0
20200807:1530,652.31,120.22,22.59,52.42,22.95,2.97,0.0
20200807:1630,631.6,167.45,22.76,60.65,23.99,3.24,0.0
20200807:1730,582.23,209.16,22.42,64.72,24.66,3.66,0.0
20200807:1830,185.97,276.43,14.14,62.63,25.03,3.59,0.0
20200807:1930,443.61,204.71,18.92,55.51,24.38,3.66,0.0
20200807:2030,446.53,113.36,16.96,45.81,24.75,3.17,0.0
20200807:2130,361.52,91.81,15.04,35.02,24.83,2.55,0.0
20200807:2230,169.95,60.68,9.5,23.85,24.81,2.0,0.0
20200807:2330,12.62,31.34,4.55,12.72,24.51,1.52,0.0
20200808:0030,0.0,8.15,0.31,1.73,23.73,1.17,0.0
20200808:0130,0.0,0.0,0.0,0.0,22.18,1.66,0.0
20200808:0230,0.0,0.0,0.0,0.0,20.73,2.21,0.0
20200808:0330,0.0,0.0,0.0,0.0,19.74,2.28,0.0
20200808:0430,0.0,0.0,0.0,0.0,18.84,2.07,0.0
20200808:0530,0.0,0.0,0.0,0.0,17.74,1.72,0.0
20200808:0630,0.0,0.0,0.0,0.0,17.24,1.31,0.0
20200808:0730,0.0,0.0,0.0,0.0,16.4,1.45,0.0
20200808:0830,0.0,0.0,0.0,0.0,16.0,1.52,0.0
20200808:0930,0.0,0.0,0.0,0.0,15.66,1.52,0.0
20200808:1030,0.0,0.0,0.0,-1.74,15.32,1.45,0.0
20200808:1130,0.0,30.68,1.16,8.86,14.81,1.52,0.0
20200808:1230,122.51,52.62,8.34,19.91,16.79,0.83,0.0
20200808:1330,326.19,76.21,14.0,31.1,20.45,0.69,0.0
20200808:1430,527.31,92.8,19.13,42.07,22.84,1.17,0.0
20200808:1530,690.99,105.09,23.18,52.22,24.41,1.72,0.0
20200808:1630,803.76,111.0,25.88,60.41,25.37,1.52,0.0
20200808:1730,828.57,132.36,26.91,64.44,26.08,1.17,0.0
20200808:1830,705.41,175.74,24.83,62.36,26.66,1.03,0.0
20200808:1930,720.29,111.75,23.93,55.27,27.03,1.72,0.0
20200808:2030,570.16,99.77,20.18,45.59,27.43,1.79,0.0
20200808:2130,385.84,81.29,15.44,34.82,27.62,2.07,0.0
20200808:2230,180.82,60.26,9.89,23.65,27.56,2.14,0.0
20200808:2330,12.23,31.32,4.41,12.52,27.21,2.14,0.0
20200809:0030,0.0,7.37,0.28,1.51,26.12,2.07,0.0
20200809:0130,0.0,0.0,0.0,0.0,24.39,2.62,0.0
20200809:0230,0.0,0.0,0.0,0.0,23.22,2.69,0.0
20200809:0330,0.0,0.0,0.0,0.0,22.43,2.62,0.0
20200809:0430,0.0,0.0,0.0,0.0,21.77,2.55,0.0
20200809:0530,0.0,0.0,0.0,0.0,21.27,2.83,0.0
20200809:0630,0.0,0.0,0.0,0.0,20.95,2.9,0.0
20200809:0730,0.0,0.0,0.0,0.0,20.58,3.1,0.0
20200809:0830,0.0,0.0,0.0,0.0,20.31,2.83,0.0
20200809:0930,0.0,0.0,0.0,0.0,20.01,2.69,0.0
20200809:1030,0.0,0.0,0.0,-1.92,19.76,2.55,0.0
20200809:1130,0.0,27.77,1.05,8.7,19.58,2.34,0.0
20200809:1230,114.0,52.96,7.8,19.76,20.71,2.07,0.0
20200809:1330,304.09,78.2,13.19,30.95,22.93,2.48,0.0
20200809:1430,493.04,96.61,18.09,41.9,25.03,2.69,0.0
20200809:1530,604.25,124.13,21.12,52.03,26.84,2.34,0.0
20200809:1630,667.91,142.77,22.89,60.17,28.17,1.72,0.0
20200809:1730,590.13,185.69,21.8,64.16,29.23,1.59,0.0
20200809:1830,653.37,135.05,22.17,62.08,30.03,2.48,0.0
20200809:1930,676.57,105.51,22.41,55.02,30.49,3.45,0.0
20200809:2030,487.08,118.72,18.16,45.37,30.81,3.72,0.0
20200809:2130,280.68,110.11,12.78,34.61,30.9,3.59,0.0
20200809:2230,152.26,67.54,8.82,23.45,30.66,3.52,0.0
20200809:2330,10.77,33.86,4.09,12.31,30.47,3.38,0.0
20200810:0030,0.0,6.87,0.26,1.29,29.44,2.69,0.0
20200810:0130,0.0,0.0,0.0,0.0,27.72,2.97,0.0
20200810:0230,0.0,0.0,0.0,0.0,26.56,3.31,0.0
20200810:0330,0.0,0.0,0.0,0.0,25.71,3.59,0.0
20200810:0430,0.0,0.0,0.0,0.0,25.03,3.66,0.0
20200810:0530,0.0,0.0,0.0,0.0,24.4,3.45,0.0
20200810:0630,0.0,0.0,0.0,0.0,23.72,3.31,0.0
20200810:0730,0.0,0.0,0.0,0.0,23.2,2.83,0.0
20200810:0830,0.0,0.0,0.0,0.0,22.71,2.9,0.0
20200810:0930,0.0,0.0,0.0,0.0,22.25,2.9,0.0
20200810:1030,0.0,0.0,0.0,-2.1,21.79,2.62,0.0
20200810:1130,0.0,27.89,1.05,8.53,21.36,2.48,0.0
20200810:1230,113.59,52.12,7.66,19.6,22.37,2.48,0.0
20200810:1330,310.0,74.24,13.17,30.79,24.37,3.17,0.0
20200810:1430,501.25,95.01,18.19,41.73,26.39,3.45,0.0
20200810:1530,650.23,111.42,21.97,51.83,28.11,3.38,0.0
20200810:1630,758.99,118.91,24.64,59.93,29.45,3.45,0.0
20200810:1730,795.1,122.53,25.51,63.87,30.66,3.79,0.0
20200810:1830,536.63,257.5,22.44,61.79,31.64,4.07,0.0
20200810:1930,477.26,222.58,20.15,54.77,31.11,4.28,0.0
20200810:2030,365.41,198.05,16.91,45.15,31.35,4.34,0.0
20200810:2130,261.42,115.01,12.24,34.4,31.41,4.83,0.0
20200810:2230,102.63,78.58,7.02,23.24,30.51,5.72,0.0
20200810:2330,6.22,41.54,3.12,12.1,29.36,5.31,0.0
20200811:0030,0.0,7.64,0.29,1.06,28.24,5.03,0.0
20200811:0130,0.0,0.0,0.0,0.0,27.14,4.69,0.0
20200811:0230,0.0,0.0,0.0,0.0,26.45,4.21,0.0
20200811:0330,0.0,0.0,0.0,0.0,25.9,4.07,0.0
20200811:0430,0.0,0.0,0.0,0.0,25.5,4.34,0.0
20200811:0530,0.0,0.0,0.0,0.0,25.18,3.79,0.0
20200811:0630,0.0,0.0,0.0,0.0,24.65,2.9,0.0
20200811:0730,0.0,0.0,0.0,0.0,23.75,6.48,0.0
20200811:0830,0.0,0.0,0.0,0.0,23.2,5.24,0.0
20200811:0930,0.0,0.0,0.0,0.0,22.66,4.62,0.0
20200811:1030,0.0,0.0,0.0,-2.28,22.21,4.07,0.0
20200811:1130,0.0,28.43,1.07,8.37,21.92,3.52,0.0
20200811:1230,70.11,73.84,6.1,19.44,22.47,3.59,0.0
20200811:1330,190.48,119.22,10.42,30.63,23.62,4.28,0.0
20200811:1430,301.36,183.22,14.8,41.56,24.74,3.79,0.0
20200811:1530,433.57,215.04,18.82,51.63,26.02,3.59,0.0
20200811:1630,470.48,223.65,19.71,59.68,27.23,3.59,0.0
20200811:1730,543.89,203.96,20.94,63.58,28.06,3.66,0.0
20200811:1830,536.37,210.56,21.01,61.51,28.72,3.79,0.0
20200811:1930,454.92,199.62,18.8,54.51,29.33,3.52,0.0
20200811:2030,339.8,179.08,15.55,44.92,29.63,3.66,0.0
20200811:2130,232.75,136.99,11.95,34.18,29.58,3.72,0.0
20200811:2230,80.12,111.47,7.15,23.03,29.21,3.72,0.0
20200811:2330,2.84,58.95,2.82,11.88,28.63,3.59,0.0
20200812:0030,0.0,7.87,0.3,0.83,27.46,2.83,0.0
20200812:0130,0.0,0.0,0.0,0.0,26.07,2.48,0.0
20200812:0230,0.0,0.0,0.0,0.0,24.95,2.34,0.0
20200812:0330,0.0,0.0,0.0,0.0,23.79,2.41,0.0
20200812:0430,0.0,0.0,0.0,0.0,22.82,2.55,0.0
20200812:0530,0.0,0.0,0.0,0.0,22.03,2.55,0.0
20200812:0630,0.0,0.0,0.0,0.0,21.23,2.41,0.0
20200812:0730,0.0,0.0,0.0,0.0,20.78,2.48,0.0
20200812:0830,0.0,0.0,0.0,0.0,20.31,2.21,0.0
20200812:0930,0.0,0.0,0.0,0.0,20.03,2.07,0.0
20200812:1030,0.0,0.0,0.0,-2.46,19.76,2.07,0.0
20200812:1130,0.0,43.48,1.64,8.2,19.63,2.21,0.0
20200812:1230,46.77,108.09,6.06,19.29,20.69,1.86,0.0
20200812:1330,139.6,180.35,10.65,30.47,23.07,2.0,0.0
20200812:1430,220.65,249.2,14.51,41.39,24.85,2.55,0.0
20200812:1530,366.15,296.61,19.38,51.43,26.1,3.1,0.0
20200812:1630,352.84,311.31,19.24,59.43,27.09,3.17,0.0
20200812:1730,444.03,291.48,20.85,63.29,27.5,3.24,0.0
20200812:1830,436.95,313.89,21.38,61.21,27.85,3.17,0.0
20200812:1930,247.6,336.74,17.52,54.25,27.94,3.38,0.0
20200812:2030,287.72,254.21,16.33,44.68,27.87,3.1,0.0
20200812:2130,228.78,167.0,12.71,33.96,27.88,2.97,0.0
20200812:2230,144.73,89.46,9.05,22.81,27.64,3.17,0.0
20200812:2330,9.66,38.63,3.95,11.66,26.99,3.38,0.0
20200813:0030,0.0,6.59,0.25,0.59,25.67,2.69,0.0
20200813:0130,0.0,0.0,0.0,0.0,23.89,2.48,0.0
20200813:0230,0.0,0.0,0.0,0.0,22.69,2.21,0.0
20200813:0330,0.0,0.0,0.0,0.0,21.62,1.93,0.0
20200813:0430,0.0,0.0,0.0,0.0,20.21,1.72,0.0
20200813:0530,0.0,0.0,0.0,0.0,19.5,1.52,0.0
20200813:0630,0.0,0.0,0.0,0.0,19.45,1.38,0.0
20200813:0730,0.0,0.0,0.0,0.0,17.97,1.79,0.0
20200813:0830,0.0,0.0,0.0,0.0,18.58,1.38,0.0
20200813:0930,0.0,0.0,0.0,0.0,18.0,1.45,0.0
20200813:1030,0.0,0.0,0.0,-2.64,16.74,2.0,0.0
20200813:1130,0.0,26.96,1.02,8.04,17.05,2.48,0.0
20200813:1230,123.12,52.34,7.87,19.13,19.21,2.14,0.0
20200813:1330,304.04,95.01,13.33,30.31,22.59,2.62,0.0
20200813:1430,477.75,133.53,18.31,41.21,24.78,3.45,0.0
20200813:1530,625.25,151.96,22.11,51.23,26.36,4.21,0.0
20200813:1630,686.76,189.64,24.33,59.18,27.52,4.69,0.0
20200813:1730,684.43,230.23,25.22,62.99,28.25,4.83,0.0
20200813:1830,699.77,179.69,24.31,60.91,28.68,4.97,0.0
20200813:1930,720.48,114.06,23.48,53.98,28.69,4.62,0.0
20200813:2030,565.06,107.22,19.75,44.44,28.82,4.76,0.0
20200813:2130,383.31,82.56,14.94,33.73,28.5,4.9,0.0
20200813:2230,180.82,59.75,9.49,22.58,27.9,4.62,0.0
20200813:2330,10.89,29.14,3.89,11.43,27.07,4.14,0.0
20200814:0030,0.0,5.31,0.2,0.35,25.81,3.17,0.0
20200814:0130,0.0,0.0,0.0,0.0,24.28,3.03,0.0
20200814:0230,0.0,0.0,0.0,0.0,23.41,3.1,0.0
20200814:0330,0.0,0.0,0.0,0.0,22.96,3.17,0.0
20200814:0430,0.0,0.0,0.0,0.0,22.65,3.38,0.0
20200814:0530,0.0,0.0,0.0,0.0,22.42,3.59,0.0
20200814:0630,0.0,0.0,0.0,0.0,22.35,3.72,0.0
20200814:0730,0.0,0.0,0.0,0.0,22.38,4.0,0.0
20200814:0830,0.0,0.0,0.0,0.0,22.2,4.14,0.0
20200814:0930,0.0,0.0,0.0,0.0,22.01,4.0,0.0
20200814:1030,0.0,0.0,0.0,-2.82,21.89,3.66,0.0
20200814:1130,0.0,28.24,1.07,7.87,21.69,3.38,0.0
20200814:1230,103.22,60.99,7.1,18.97,22.38,3.24,0.0
20200814:1330,227.3,123.19,11.56,30.15,23.93,3.79,0.0
20200814:1430,381.1,162.32,16.25,41.04,25.33,3.72,0.0
20200814:1530,474.61,218.09,19.78,51.02,26.72,4.07,0.0
20200814:1630,511.62,266.3,21.8,58.93,27.96,4.21,0.0
20200814:1730,410.65,313.24,20.53,62.69,28.87,4.48,0.0
20200814:1830,499.28,220.6,20.11,60.61,29.3,5.03,0.0
20200814:1930,411.29,161.44,16.31,53.71,28.86,5.31,0.0
20200814:2030,206.84,178.79,11.69,44.19,27.45,4.97,0.0
20200814:2130,35.27,119.77,5.18,33.49,26.89,4.48,0.0
20200814:2230,0.0,71.72,2.46,22.36,25.63,3.45,0.0
20200814:2330,0.0,32.06,1.1,11.2,24.52,2.55,0.0
20200815:0030,0.0,4.11,0.16,0.1,23.92,3.17,0.0
20200815:0130,0.0,0.0,0.0,0.0,23.2,3.59,0.0
20200815:0230,0.0,0.0,0.0,0.0,22.65,3.72,0.0
20200815:0330,0.0,0.0,0.0,0.0,22.3,3.93,0.0
20200815:0430,0.0,0.0,0.0,0.0,22.03,3.93,0.0
20200815:0530,0.0,0.0,0.0,0.0,21.82,3.52,0.0
20200815:0630,0.0,0.0,0.0,0.0,21.53,2.97,0.0
20200815:0730,0.0,0.0,0.0,0.0,20.99,2.48,0.0
20200815:0830,0.0,0.0,0.0,0.0,20.8,2.14,0.0
20200815:0930,0.0,0.0,0.0,0.0,20.48,2.0,0.0
20200815:1030,0.0,0.0,0.0,-3.0,20.16,2.14,0.0
20200815:1130,0.0,28.7,1.08,7.7,19.9,2.28,0.0
20200815:1230,101.17,66.52,7.11,18.81,20.58,2.0,0.0
20200815:1330,296.75,87.9,12.66,29.99,22.08,2.07,0.0
20200815:1430,498.95,98.7,17.72,40.86,23.74,2.14,0.0
20200815:1530,641.88,121.84,21.51,50.81,25.6,2.34,0.0
20200815:1630,768.09,125.46,24.54,58.67,27.27,2.28,0.0
20200815:1730,805.55,121.14,25.23,62.39,28.71,2.34,0.0
20200815:1830,782.8,116.91,24.61,60.31,29.65,2.41,0.0
20200815:1930,679.04,123.8,22.4,53.43,29.22,2.28,0.0
20200815:2030,542.61,107.36,18.9,43.94,29.7,1.79,0.0
20200815:2130,365.42,82.51,14.18,33.26,29.84,2.21,0.0
20200815:2230,110.06,75.47,6.99,22.12,28.69,2.97,0.0
20200815:2330,6.81,36.9,3.09,10.96,28.03,2.69,0.0
20200816:0030,0.0,0.0,0.0,-0.15,27.17,1.93,0.0
20200816:0130,0.0,0.0,0.0,0.0,25.85,2.28,0.0
20200816:0230,0.0,0.0,0.0,0.0,24.69,2.62,0.0
20200816:0330,0.0,0.0,0.0,0.0,23.8,2.83,0.0
20200816:0430,0.0,0.0,0.0,0.0,23.07,3.17,0.0
20200816:0530,0.0,0.0,0.0,0.0,22.47,3.31,0.0
20200816:0630,0.0,0.0,0.0,0.0,22.01,3.31,0.0
20200816:0730,0.0,0.0,0.0,0.0,21.4,3.79,0.0
20200816:0830,0.0,0.0,0.0,0.0,20.95,3.72,0.0
20200816:0930,0.0,0.0,0.0,0.0,20.57,3.66,0.0
20200816:1030,0.0,0.0,0.0,-3.18,20.32,3.31,0.0
20200816:1130,0.0,24.55,0.93,7.54,19.88,3.17,0.0
20200816:1230,7.47,83.64,3.22,18.65,20.16,2.76,0.0
20200816:1330,29.91,115.79,4.91,29.82,20.55,2.48,0.0
20200816:1430,19.8,127.98,4.94,40.68,21.02,1.52,0.0
20200816:1530,207.35,218.5,12.7,50.6,21.42,0.69,0.0
20200816:1630,447.91,254.97,19.7,58.4,23.18,2.07,0.0
20200816:1730,319.84,272.16,16.96,62.08,24.78,3.24,0.0
20200816:1830,615.84,142.15,20.76,59.99,25.42,3.86,0.0
20200816:1930,500.95,193.4,19.47,53.15,26.14,4.21,0.0
20200816:2030,500.17,109.65,17.66,43.68,26.69,4.14,0.0
20200816:2130,325.08,82.09,12.82,33.01,26.94,4.28,0.0
20200816:2230,177.25,59.68,9.11,21.88,26.74,4.07,0.0
20200816:2330,10.16,27.86,3.64,10.72,26.27,3.1,0.0
20200817:0030,0.0,0.0,0.0,-0.4,24.96,2.41,0.0
20200817:0130,0.0,0.0,0.0,0.0,23.55,2.41,0.0
20200817:0230,0.0,0.0,0.0,0.0,22.44,2.28,0.0
20200817:0330,0.0,0.0,0.0,0.0,21.35,1.79,0.0
20200817:0430,0.0,0.0,0.0,0.0,21.04,0.97,0.0
20200817:0530,0.0,0.0,0.0,0.0,21.09,0.55,0.0
20200817:0630,0.0,0.0,0.0,0.0,18.57,1.38,0.0
20200817:0730,0.0,0.0,0.0,0.0,17.97,1.45,0.0
20200817:0830,0.0,0.0,0.0,0.0,17.29,2.0,0.0
20200817:0930,0.0,0.0,0.0,0.0,17.24,2.21,0.0
20200817:1030,0.0,0.0,0.0,-3.37,17.37,2.34,0.0
20200817:1130,0.0,23.35,0.88,7.37,17.47,2.48,0.0
20200817:1230,79.05,66.89,5.93,18.48,18.52,2.28,0.0
20200817:1330,207.86,129.55,10.9,29.66,20.15,2.14,0.0
20200817:1430,224.14,237.7,13.97,40.5,21.82,2.14,0.0
20200817:1530,514.79,184.98,19.64,50.38,23.28,2.76,0.0
20200817:1630,733.45,145.7,23.94,58.14,24.79,3.93,0.0
20200817:1730,667.02,144.34,21.99,61.76,25.96,4.41,0.0
20200817:1830,517.48,181.82,19.24,59.68,26.41,4.55,0.0
20200817:1930,542.88,171.07,19.86,52.86,26.65,4.21,0.0
20200817:2030,350.07,151.5,14.61,43.42,26.81,4.55,0.0
20200817:2130,262.28,92.39,11.11,32.77,26.23,4.55,0.0
20200817:2230,115.61,65.93,6.79,21.64,26.37,4.21,0.0
20200817:2330,8.25,26.81,3.09,10.48,25.9,3.03,0.0
20200818:0030,0.0,0.0,0.0,-0.66,24.79,2.62,0.0
20200818:0130,0.0,0.0,0.0,0.0,23.12,2.76,0.0
20200818:0230,0.0,0.0,0.0,0.0,21.87,2.97,0.0
20200818:0330,0.0,0.0,0.0,0.0,21.08,3.31,0.0
20200818:0430,0.0,0.0,0.0,0.0,20.54,3.52,0.0
20200818:0530,0.0,0.0,0.0,0.0,20.0,3.52,0.0
20200818:0630,0.0,0.0,0.0,0.0,19.49,3.38,0.0
20200818:0730,0.0,0.0,0.0,0.0,19.23,3.24,0.0
20200818:0830,0.0,0.0,0.0,0.0,18.7,3.31,0.0
20200818:0930,0.0,0.0,0.0,0.0,18.23,3.31,0.0
20200818:1030,0.0,0.0,0.0,-3.55,17.75,3.17,0.0
20200818:1130,0.0,23.04,0.87,7.2,17.32,3.1,0.0
20200818:1230,102.15,66.7,6.91,18.32,17.88,2.9,0.0
20200818:1330,294.12,96.11,12.53,29.49,19.02,3.31,0.0
20200818:1430,507.55,105.71,17.84,40.31,20.36,3.52,0.0
20200818:1530,610.37,151.92,21.17,50.17,21.57,3.59,0.0
20200818:1630,760.92,114.1,23.7,57.87,22.49,3.66,0.0
20200818:1730,810.93,126.19,25.18,61.45,23.27,3.66,0.0
20200818:1830,777.25,138.59,24.72,59.36,23.9,3.59,0.0
20200818:1930,553.89,179.69,20.31,52.57,24.44,4.0,0.0
20200818:2030,535.95,127.53,18.99,43.15,24.41,4.0,0.0
20200818:2130,390.77,82.92,14.71,32.51,24.43,4.0,0.0
20200818:2230,183.6,58.57,9.16,21.39,24.22,3.72,0.0
20200818:2330,9.77,27.73,3.56,10.23,23.77,3.17,0.0
20200819:0030,0.0,0.0,0.0,-0.92,22.59,2.0,0.0
20200819:0130,0.0,0.0,0.0,0.0,21.34,1.86,0.0
20200819:0230,0.0,0.0,0.0,0.0,20.01,1.93,0.0
20200819:0330,0.0,0.0,0.0,0.0,19.04,2.48,0.0
20200819:0430,0.0,0.0,0.0,0.0,18.4,2.97,0.0
20200819:0530,0.0,0.0,0.0,0.0,17.91,3.1,0.0
20200819:0630,0.0,0.0,0.0,0.0,17.52,3.03,0.0
20200819:0730,0.0,0.0,0.0,0.0,17.39,2.76,0.0
20200819:0830,0.0,0.0,0.0,0.0,17.09,2.69,0.0
20200819:0930,0.0,0.0,0.0,0.0,16.85,2.55,0.0
20200819:1030,0.0,0.0,0.0,-3.74,16.48,2.41,0.0
20200819:1130,0.0,23.54,0.89,7.03,16.21,2.41,0.0
20200819:1230,123.54,54.69,7.37,18.16,16.9,2.14,0.0
20200819:1330,317.48,82.51,12.76,29.32,18.8,2.76,0.0
20200819:1430,453.02,120.07,16.6,40.13,19.9,2.97,0.0
20200819:1530,653.69,126.35,21.52,49.95,20.75,2.83,0.0
20200819:1630,379.45,295.51,19.0,57.6,21.73,2.69,0.0
20200819:1730,535.96,231.7,20.91,61.13,22.25,2.76,0.0
20200819:1830,572.52,209.43,21.27,59.03,22.83,2.76,0.0
20200819:1930,338.95,273.55,17.47,52.27,23.53,2.55,0.0
20200819:2030,278.96,203.5,14.14,42.88,23.55,2.28,0.0
20200819:2130,144.99,156.44,9.5,32.26,23.39,2.28,0.0
20200819:2230,126.02,91.11,7.92,21.14,22.98,2.28,0.0
20200819:2330,8.1,30.2,3.22,9.97,22.69,2.21,0.0
20200820:0030,0.0,0.0,0.0,-1.19,21.66,2.41,0.0
20200820:0130,0.0,0.0,0.0,0.0,20.07,2.76,0.0
20200820:0230,0.0,0.0,0.0,0.0,19.15,2.76,0.0
20200820:0330,0.0,0.0,0.0,0.0,18.4,2.76,0.0
20200820:0430,0.0,0.0,0.0,0.0,17.74,2.62,0.0
20200820:0530,0.0,0.0,0.0,0.0,17.09,2.34,0.0
20200820:0630,0.0,0.0,0.0,0.0,16.48,2.21,0.0
20200820:0730,0.0,0.0,0.0,0.0,16.09,2.07,0.0
20200820:0830,0.0,0.0,0.0,0.0,15.47,1.86,0.0
20200820:0930,0.0,0.0,0.0,0.0,14.72,1.72,0.0
20200820:1030,0.0,0.0,0.0,-3.92,14.14,1.72,0.0
20200820:1130,0.0,22.69,0.86,6.86,13.74,1.79,0.0
20200820:1230,125.23,54.65,7.34,17.99,14.8,1.38,0.0
20200820:1330,330.94,79.75,13.0,29.15,18.01,1.38,0.0
20200820:1430,536.61,95.78,18.16,39.94,20.54,1.79,0.0
20200820:1530,704.03,107.27,22.25,49.73,22.47,2.07,0.0
20200820:1630,814.75,114.26,24.9,57.32,23.65,1.86,0.0
20200820:1730,857.92,116.71,25.93,60.8,24.58,1.72,0.0
20200820:1830,828.26,115.15,25.21,58.71,25.38,1.66,0.0
20200820:1930,732.29,108.94,22.89,51.97,25.94,1.93,0.0
20200820:2030,578.63,97.77,19.14,42.6,26.39,2.07,0.0
20200820:2130,383.42,81.48,14.24,32.0,26.58,1.93,0.0
20200820:2230,175.18,58.62,8.67,20.89,26.51,1.86,0.0
20200820:2330,8.79,26.1,3.26,9.71,26.11,1.79,0.0
20200821:0030,0.0,0.0,0.0,-1.46,25.07,1.66,0.0
20200821:0130,0.0,0.0,0.0,0.0,23.27,2.21,0.0
20200821:0230,0.0,0.0,0.0,0.0,21.72,2.62,0.0
20200821:0330,0.0,0.0,0.0,0.0,20.77,2.76,0.0
20200821:0430,0.0,0.0,0.0,0.0,20.04,2.69,0.0
20200821:0530,0.0,0.0,0.0,0.0,19.36,2.55,0.0
20200821:0630,0.0,0.0,0.0,0.0,18.75,2.55,0.0
20200821:0730,0.0,0.0,0.0,0.0,18.03,2.34,0.0
